Date, Company, Abstract, Score
8/5/21,Delta Airlines,"The plan is part of a new system to be put in place after the current restrictions on travel into the country are lifted, but officials have yet to determine when that might be done.",0.068181818
4/14/20,Delta Airlines,"Once travel picks up again, there may be good news for member of loyalty programs. Here’s how to maximize your rewards.",0.7
12/28/22,Delta Airlines,"While carriers like Delta, American Airlines and United bounced back after severe winter weather wreaked havoc on holiday travel, the low-cost carrier canceled thousands of flights. Here’s why.",0
12/15/21,Delta Airlines,Institutions who share the Greek names of Covid-19’s “variants of concern” have been getting a bit more attention lately. A few have even leaned into the connection.,0.1
7/27/22,Delta Airlines,"No longer just for the flying elite, these havens from chaos are easier to get into now, with the crowds to prove it.",0
5/27/22,Delta Airlines,This is likely to be one of the busiest travel periods since the start of the pandemic.,0
7/14/20,Delta Airlines,Richard Branson has reached a 1.2 billion pound ($1.5 billion) deal with two credit-card payment processing companies and an American hedge fund to rescue Virgin Atlantic from financial collapse after the British government rejected the airline’s request for a loan.,0
5/19/20,Delta Airlines,"The low-cost airline said that email addresses and itineraries were hacked, and that the credit card details of 2,200 travelers were revealed.",0
8/11/21,Delta Airlines,"Companies are mandating vaccines, but not all of those mandates look the same.",0
11/5/21,Delta Airlines,"In an era of climate change and virus concerns, it’s a challenging time to keep fliers loyal. Here is how U.S. airlines are trying to keep up.",0.416666667
8/1/21,Delta Airlines,Businesses and government agencies are pushing employees to get vaccinated amid a surge in new coronavirus infections across the country.,0.136363636
9/22/21,Delta Airlines,"Travel’s attempt at a return to normal was far from smooth sailing, as anyone affected by delays, cancellations and a changing web of rules could attest. Share your story here.",0.216666667
10/11/21,Delta Airlines,Cancellations by Southwest and other airlines affected some Boston Marathon runners.,-0.125
4/5/21,Delta Airlines,Companies like Delta are caught between Democrats focused on social justice and populist Republicans. They face major political consequences no matter what they do.,0.031944444
12/17/21,Delta Airlines,"Gary Kelly appeared at the committee hearing with other airline officials on Wednesday. Each was unmasked for at least part of the hearing, as were many senators.",0.025
1/20/21,Delta Airlines,Eastern Iowa Airport will ask a handful of short screening questions and take the temperature of each departing passenger.,0
5/24/21,Delta Airlines,The comments from Pete Buttigieg came after the authoritarian leader of Belarus dispatched a fighter jet on Sunday to intercept a Ryanair plane.,0
8/19/22,Delta Airlines,An airport worker in Florida was charged with two counts of grand theft after a tracking device aided a sheriff’s investigation.,0.5
1/26/21,Delta Airlines,"Furloughs, passengers who won’t wear masks and tense political confrontations contributed to a year of perpetual chaos for flight attendants. “It’s insane,” one veteran attendant said.",-0.226666667
4/20/20,Delta Airlines,"But one thing is certain: It will be changed. Airports, airlines and hotels will be taking new precautions, experts predict. And conferences will eventually return.",0.175324675
8/21/21,Delta Airlines,"The cost of travel climbed this summer, but the Delta variant is weighing on demand. We looked into travel’s murky crystal ball to find out how prices will fare in the future.",0
7/25/21,Delta Airlines,"A new spike in coronavirus cases, driven by the highly infectious Delta variant, rattled investors and companies last week.",0.098787879
12/9/20,Delta Airlines,Flying with a small child is difficult enough. Now try to get one to keep their mask on.,-0.25
12/28/21,Delta Airlines,"A 19-year-old man who kept partying at a nightclub in South Australia despite being notified that he had tested positive for the coronavirus was charged with failing to comply with public health orders, the police said on Tuesday.",0.113636364
3/18/21,Delta Airlines,Vouchers and trip credits emerged as a major consumer flash point at the start of the pandemic. Here’s a look at what some major travel companies are offering in the way of flexibility.,0.0625
8/20/21,Delta Airlines,"For travel-starved Americans, the Delta variant has brought the return of a practice well-honed by the pandemic: waiting.",0
4/2/21,Delta Airlines,"New C.D.C. guidance says that those who are fully vaccinated can travel at little risk to themselves — a boon, but not a cure-all, for airlines and other related businesses.",-0.044034091
11/3/20,Delta Airlines,"During the current pandemic surge, how risky is it to travel during what is normally one of the busiest seasons? And how is the industry making it safer? Here’s what you need to know.",0.075
4/12/20,Delta Airlines,"The coronavirus has terrified airline crews, yet some are still flying. “I just feel like I’m supposed to be here doing this work,” said one flight attendant.",0.2
7/9/22,Delta Airlines,Surging air travel demand and airport staffing shortages have made this a bedeviling season when it comes to missing luggage. Here’s what to know if your bag doesn’t arrive when you do.,-0.2
12/1/21,Delta Airlines,"At least 23 countries have reported cases, and that number is likely to grow as more samples are tested, the World Health Organization said on Wednesday.",0.066666667
6/3/21,Delta Airlines,The authorities cited rising Covid-19 cases in Portugal and concern over coronavirus variants.,0
9/25/22,Delta Airlines,"Two airlines allow dispatchers, who share operational authority over flights, to do their jobs remotely. Some in the industry take issue with that.",-0.1
9/28/22,Delta Airlines,"Airlines and hotels will have varying policies, so make sure to read the details carefully.",0.2
12/7/21,Delta Airlines,"Tech-driven changes are coming fast and furiously to airports, including advancements in biometrics that verify identity and shorten security procedures for those passengers who opt into the programs.",0.2
7/23/21,Delta Airlines,"For three confused but vaccinated travelers, our columnist tries to make sense of the new rules of entry into the European Union.",-0.090909091
11/11/20,Delta Airlines,"Deciding where to sit on a plane has always been an exercise in strategy and skill: how to get the most legroom, the best shut-eye, the quickest exit. The stakes certainly feel higher now.",0.491071429
4/6/21,Delta Airlines,Air France on Tuesday said it would receive a new bailout from the French government worth 4 billion euros.,0.145454545
